Country Code,Country Name,IDENT,LAT,LON
SN,Senegal,KILGO,15.465,-19.40833
AU,Australia,KILIK,-11.17028,126.80333
AR,Argentina,KILIP,-29.67833,-58.885
TR,Turkey,KILIS,36.70361,37.40056
BF,Burkina Faso,KILKO,14.01417,-0.42667
JP,Japan,KILLY,39.25144,139.81079
CZ,Czechia,KILNU,50.47686,12.91166
,,KILNU,50.47694,12.91167
HK,Hong Kong,KILOG,21.87417,114.69361
AR,Argentina,KILOR,-50.23333,-64.78444
AR,Argentina,KILOS,-40.24972,-45.0
SG,Singapore,KILOT,3.03806,104.67306
EU,Eurocontrol,KILVA,39.0,-2.915
AR,Argentina,KIMAB,-38.24528,-64.77167
NZ,New Zealand,KIMAN,-35.50148,174.12189
MY,Malaysia,KIMAT,3.16222,102.35056
RU,Russian Federation (the),KIMBA,56.35552,115.6855
NE,Niger (the),KIMBO,16.0,10.01667
AO,Angola,KIMBU,-9.39778,14.47556
NZ,New Zealand,KIMEN,-37.59832,176.01122
MR,Mauritania,KIMGA,15.30111,-11.80861
AR,Argentina,KIMID,-39.37278,-63.39778
AR,Argentina,KIMIK,-29.53444,-56.89139
AR,Argentina,KIMIS,-36.89972,-67.02833
GN,Guinea,KIMKA,9.66667,-11.8
HN,Honduras,KIMLE,14.15553,-87.58372
AU,Australia,KIMMI,-14.64667,144.50167
ID,Indonesia,KIMON,-6.21259,107.97282
CO,Colombia,KIMOS,3.31306,-73.26389
GN,Guinea,KIMPO,10.28316,-8.79976
EC,Ecuador,KIMUN,-1.58926,-77.7205
BO,Bolivia (Plurinational State of),KIMUR,-21.39917,-64.34778
AU,Australia,KINAB,-31.58778,119.71722
NZ,New Zealand,KINAG,-15.4036,-165.0
JP,Japan,KINAI,34.65626,135.39776
GT,Guatemala,KINAL,17.65201,-89.16248
TZ,"Tanzania, United Republic of",KINAN,-10.74289,42.43565
IL,Israel,KINAR,30.94389,35.35139
PR,Puerto Rico,KINCH,21.62148,-67.19782
CM,Cameroon,KINDA,1.58333,9.71167
NG,Nigeria,KINDO,10.37347,6.58592
UK,United Kingdom,KINDR,53.39278,-1.93611
JP,Japan,KINEN,28.0559,129.109
FR,France,KINES,45.33139,6.75528
NZ,New Zealand,KINGS,-37.1406,174.83473
AU,Australia,KINGS,-12.635,130.77
JP,Japan,KINGU,30.9441,131.32214
SA,Saudi Arabia,KINIB,25.68556,48.38806
TR,Turkey,KINIK,38.73222,29.99944
MU,Mauritius,KINIX,-20.99056,60.26472
JP,Japan,KINKA,36.53632,136.71405
IN,India,KINKI,22.32153,83.92708
JP,Japan,KINKO,31.33284,130.72001
PH,Philippines (the),KINLA,17.68002,120.46996
EU,Eurocontrol,KINNI,46.08889,6.21167
,,KINNI,46.08889,6.21169
JP,Japan,KINOE,34.17383,132.83745
MX,Mexico,KINOL,28.59612,-111.40121
JM,Jamaica,KINOP,16.34528,-75.66056
AE,United Arab Emirates (the),KINOS,25.66389,53.89833
JP,Japan,KINPU,35.95492,138.75211
KR,Korea (the Republic of),KINTA,33.73,126.73417
JP,Japan,KINTI,34.21884,132.19655
SE,Sweden,KINTI,57.44975,17.88694
AU,Australia,KINTO,-30.61333,120.90833
TD,Chad,KINTU,14.94722,20.28333
DO,Dominican Republic (the),KINUM,17.19131,-69.28602
PK,Pakistan,KINZA,31.495,70.88944
BR,Brazil,KIOTO,-16.53967,-47.94983
KR,Korea (the Republic of),KIP01,37.54552,126.80659
KR,Korea (the Republic of),KIP05,37.49847,126.86612
KR,Korea (the Republic of),KIP09,37.44935,126.92297
KR,Korea (the Republic of),KIP32,37.61654,126.71781
KR,Korea (the Republic of),KIP36,37.61933,126.71736
KR,Korea (the Republic of),KIP38,37.48543,126.87936
KR,Korea (the Republic of),KIP39,37.42529,126.95202
YE,Yemen,KIPAM,15.00833,42.25722
AE,United Arab Emirates (the),KIPOD,24.96222,53.13222
MU,Mauritius,KIPOL,23.06944,61.48417
SA,Saudi Arabia,KIPOM,22.88778,50.255
AU,Australia,KIPPA,-20.07833,143.22833
BO,Bolivia (Plurinational State of),KIPUS,-16.975,-69.05278
SB,Solomon Islands,KIRAK,-10.44167,161.89667
HT,Haiti,KIRAL,18.57756,-72.34196
AU,Australia,KIRAN,-19.475,146.80167
JM,Jamaica,KIRAN,19.06222,-78.30056
HN,Honduras,KIRAP,17.05639,-87.60639
TN,Tunisia,KIRAS,34.40611,9.92028
AF,Afghanistan,KIRAT,30.665,64.91028
TD,Chad,KIRBO,12.4,16.37472
ID,Indonesia,KIRDA,0.00245,104.99287
AT,Austria,KIRDI,48.20768,12.82165
,,KIRDI,48.20778,12.82167
DO,Dominican Republic (the),KIREL,19.1874,-68.97265
SA,Saudi Arabia,KIREN,25.24639,49.12333
JP,Japan,KIRIN,34.12165,130.82203
DZ,Algeria,KIRLA,37.02306,1.5
SA,Saudi Arabia,KIROM,17.32167,42.87333
RU,Russian Federation (the),KIRON,59.96658,30.04773
MU,Mauritius,KIROP,24.5,57.78333
EU,Eurocontrol,KIROW,69.72389,29.86917
AU,Australia,KIRST,-30.79667,140.61167
GN,Guinea,KIRTI,10.69979,-14.53319
RU,Russian Federation (the),KIRUN,58.72856,152.70511
JP,Japan,KIRYU,37.00197,139.71006
EU,Eurocontrol,KIRZI,66.81333,64.70139
BR,Brazil,KISAB,-20.91133,-54.13717
BH,Bahrain,KISAB,27.39306,49.10167
AE,United Arab Emirates (the),KISAG,25.30944,54.23556
KE,Kenya,KISAK,-7.81375,44.00105
KH,Cambodia,KISAN,10.53889,104.675
MR,Mauritania,KISBA,19.5,-16.48528
CF,Central African Republic (the),KISDU,3.70306,17.31694
IR,Iran (Islamic Republic of),KISED,30.30556,51.57444
JP,Japan,KISEI,33.46782,135.32889
RU,Russian Federation (the),KISEL,46.00321,43.67187
LC,Saint Lucia,KISES,14.18639,-61.00111
IE,Ireland,KISHA,53.48389,-5.63944
SA,Saudi Arabia,KISIB,23.30611,37.75361
TZ,"Tanzania, United Republic of",KISIR,-8.17479,40.26698
CA,Canada,KISKK,55.21333,-120.76667
TR,Turkey,KISLA,39.11,34.33333
FM,Micronesia (Federated States of),KISME,5.0,148.09
GH,Ghana,KISMO,5.16521,0.73219
QA,Qatar,KISOB,25.26193,51.3217
IQ,Iraq,KISPE,33.36891,44.16932
JP,Japan,KISSA,40.70831,141.20591
JP,Japan,KISSO,35.81317,137.35976
UK,United Kingdom,KISTA,59.50833,-1.94944
AU,Australia,KISTO,-30.90833,116.59167
IT,Italy,KISTO,42.33056,10.38306
CA,Canada,KISUT,45.3705,-75.76583
EU,Eurocontrol,KISWO,52.62417,-3.14
JP,Japan,KISYU,33.70263,135.35241
YE,Yemen,KITAB,15.32833,49.52222
IN,India,KITAL,20.05,60.3
SA,Saudi Arabia,KITAP,22.82444,52.48972
GL,Greenland,KITAP,62.41167,-47.99583
CA,Canada,KITAR,60.0,-135.0
CA,Canada,KITAV,63.84943,-122.83333
SA,Saudi Arabia,KITEX,21.77528,39.13761
SA,Saudi Arabia,KITOD,23.63333,38.28028
CA,Canada,KITOK,43.02333,-81.92167
CA,Canada,KITOL,70.5,-135.0
EG,Egypt,KITOT,29.03472,34.84722
CF,Central African Republic (the),KITRA,9.53583,21.64833
GU,Guam,KITSS,13.835,140.645
AU,Australia,KITTY,-12.495,130.86
SA,Saudi Arabia,KITUB,22.82278,46.395
SA,Saudi Arabia,KIVAP,24.47667,40.43222
DO,Dominican Republic (the),KIVED,18.03306,-70.44639
MU,Mauritius,KIVEL,16.885,55.60917
BI,Burundi,KIVUR,-2.61917,29.26732
EU,Eurocontrol,KIVZE,36.70361,37.40056
NZ,New Zealand,KIWI,-21.53961,-160.21036
KR,Korea (the Republic of),KIXIS,35.99881,126.60946
FM,Micronesia (Federated States of),KIYJE,7.48608,151.87181
JP,Japan,KIZAK,31.73612,131.62535
EU,Eurocontrol,KIZEV,37.57694,-8.16778
TR,Turkey,KIZIK,40.41833,32.14944
EU,Eurocontrol,KIZIR,53.73111,26.66778
JP,Japan,KIZNA,26.43689,127.52825
KG,Kyrgyzstan,KKIYA,40.25004,72.09922
JP,Japan,KKOLB,26.13039,127.84564
MY,Malaysia,KL023,3.07682,101.58097
MY,Malaysia,KL043,3.04814,101.59818
MY,Malaysia,KL063,3.1053,101.5636
CA,Canada,KL90,54.48552,-69.37001
LT,Lithuania,KLA12,55.90266,21.3586
LT,Lithuania,KLA17,55.90019,20.82161
LT,Lithuania,KLA27,56.0181,20.91886
PH,Philippines (the),KLAFU,7.34194,125.39327
,,KLAGY,46.51417,14.77528
AT,Austria,KLAGY,46.5143,14.77517
,,KLAKI,50.37139,-3.13167
IS,Iceland,KLAKI,64.65556,-15.77
CA,Canada,KLANT,44.20195,-82.15056
AU,Australia,KLAVA,-34.19667,138.50667
DE,Germany,KLF06,52.55659,13.6873
DE,Germany,KLF32,52.55824,13.68769
DE,Germany,KLF41,52.51959,12.79493
DE,Germany,KLF48,52.60027,12.66862
CA,Canada,KLIPS,57.7,-67.0
DK,Denmark,KLK05,55.61674,12.64157
DK,Denmark,KLK50,55.67321,12.72867
DK,Denmark,KLK93,55.72699,12.81216
CH,Switzerland,KLO01,47.49675,8.51576
CH,Switzerland,KLO04,47.52857,8.4724
CH,Switzerland,KLO08,47.57983,8.40204
CH,Switzerland,KLO09,47.54299,8.72695
CH,Switzerland,KLO12,47.63712,8.32316
,,KLONN,58.39,2.82889
NO,Norway,KLONN,58.39012,2.82893
CA,Canada,KLOPS,43.59456,-78.79441
JP,Japan,KMANO,33.787,135.12345
JP,Japan,KMC05,36.34507,136.32297
JP,Japan,KMC06,36.49442,136.43004
JP,Japan,KMC08,36.39689,136.4128
JP,Japan,KMC10,36.55971,136.44726
JP,Japan,KMC15,36.72776,136.45479
JP,Japan,KMC16,36.23178,136.14451
JP,Japan,KMC17,36.42856,136.07627
JP,Japan,KMC20,36.43644,135.99423
JP,Japan,KMC25,36.0067,136.58904
JP,Japan,KMC26,36.80453,136.51212
JP,Japan,KMC35,36.6134,135.73244
JP,Japan,KMC52,36.55181,135.92477
JP,Japan,KMC53,36.96772,136.55559
JP,Japan,KMC54,36.49611,136.09761
JP,Japan,KMC56,36.34751,136.20696
JP,Japan,KMC61,36.65764,136.47316
JP,Japan,KMC73,36.31709,136.27039
JP,Japan,KMC85,36.44622,135.89166
JP,Japan,KMC99,36.41663,136.1993
KR,Korea (the Republic of),KMH01,34.96427,128.96628
KR,Korea (the Republic of),KMH04,35.12189,128.94494
KR,Korea (the Republic of),KMH09,35.06382,128.95281
KR,Korea (the Republic of),KMH10,35.06632,128.95259
KR,Korea (the Republic of),KMH14,34.96717,128.97021
KR,Korea (the Republic of),KMH21,34.97131,128.86007
KR,Korea (the Republic of),KMH38,35.13605,128.94368
KR,Korea (the Republic of),KMH41,34.96457,128.96854
KR,Korea (the Republic of),KMH45,35.12218,128.94721
KR,Korea (the Republic of),KMH73,34.95615,129.00919
KR,Korea (the Republic of),KMH88,34.93208,128.92995
KR,Korea (the Republic of),KMH89,34.93221,128.92429
KR,Korea (the Republic of),KMH90,34.93241,128.91864
KR,Korea (the Republic of),KMH97,34.97336,128.86222
KR,Korea (the Republic of),KMH98,35.0641,128.95508
JP,Japan,KN007,34.4427,135.2666
RU,Russian Federation (the),KN01,60.03327,31.54775
JP,Japan,KN028,34.55749,135.37417
JP,Japan,KN038,34.47557,135.31493
JP,Japan,KN058,34.53445,135.36346
LT,Lithuania,KNA03,54.95803,23.97863
LT,Lithuania,KNA04,54.9713,24.2085
LT,Lithuania,KNA06,54.9557,23.89201
LT,Lithuania,KNA07,54.95151,23.86346
LT,Lithuania,KNA26,54.95825,23.94969
LT,Lithuania,KNA27,54.54513,23.44762
LT,Lithuania,KNA42,55.02908,24.1903
LT,Lithuania,KNA73,54.97168,24.27539
LT,Lithuania,KNA80,54.97462,24.34752
LT,Lithuania,KNA89,55.0106,23.82346
LT,Lithuania,KNA98,54.91586,24.33802
BR,Brazil,KNAVE,-22.84567,-49.46917
JP,Japan,KNE01,34.61106,135.22878
JP,Japan,KNE02,34.40555,135.21104
JP,Japan,KNE06,34.49153,135.32866
JP,Japan,KNE08,34.35151,135.1215
JP,Japan,KNE10,34.33655,135.08482
JP,Japan,KNE14,34.44633,135.27209
JP,Japan,KNE31,34.46668,135.29597
JP,Japan,KNE34,34.59219,135.35168
JP,Japan,KNE35,34.52844,135.31234
JP,Japan,KNE39,34.58436,135.36838
JP,Japan,KNE52,34.47139,135.30167
JP,Japan,KNE53,34.55639,135.41
JP,Japan,KNE65,34.36936,135.14329
JP,Japan,KNE88,34.53207,135.37948
CA,Canada,KNEIL,49.92667,-115.14333
AU,Australia,KNOBL,-34.93,138.56
BR,Brazil,KNOLL,-21.91217,-43.166
AU,Australia,KNOPL,-28.58667,123.955
HR,Croatia,KO004,45.27557,14.50695
HR,Croatia,KO005,45.22726,14.55605
JP,Japan,KOAJI,36.20243,136.06955
AU,Australia,KOALA,-31.5,154.98833
JP,Japan,KOALA,35.98456,140.2159
JP,Japan,KOANI,39.78787,140.26522
KE,Kenya,KOBAB,-0.78599,38.53422
MG,Madagascar,KOBAR,-15.0,53.87139
ID,Indonesia,KOBAS,-3.0,112.24333
SA,Saudi Arabia,KOBAS,17.07444,40.34139
ER,Eritrea,KOBAS,17.075,40.34167
CL,Chile,KOBAT,-33.22447,-70.81629
MZ,Mozambique,KOBAT,-18.59333,34.46333
IS,Iceland,KOBBI,64.54889,-16.15583
MX,Mexico,KOBEK,20.36944,-99.85944
TZ,"Tanzania, United Republic of",KOBEL,-9.41746,41.31089
EU,Eurocontrol,KOBER,34.74361,34.10667
DO,Dominican Republic (the),KOBET,19.45833,-69.71778
CA,Canada,KOBEV,49.66944,-51.46694
HT,Haiti,KOBEX,17.94002,-72.41223
JP,Japan,KOBIK,31.91677,132.06457
TD,Chad,KOBLA,13.80083,20.72472
ZW,Zimbabwe,KOBOD,-16.42806,32.105
JP,Japan,KOBOK,33.93077,133.74418
RU,Russian Federation (the),KOBON,45.34983,40.1985
MX,Mexico,KOBOS,23.49944,-109.48083
SA,Saudi Arabia,KOBOX,25.12111,47.82944
JP,Japan,KOBSI,35.98636,138.62396
IR,Iran (Islamic Republic of),KOBUB,37.10417,50.17889
,,KOBUS,51.51333,14.2525
DE,Germany,KOBUS,51.5134,14.25261
FR,France,KOCBU,48.17672,-4.51853
MH,Marshall Islands (the),KOCEP,8.54433,168.11083
JP,Japan,KOCHO,35.92061,135.98941
JP,Japan,KOCIN,26.4444,127.97025
DO,Dominican Republic (the),KOD11,18.79537,-69.93198
DO,Dominican Republic (the),KOD12,18.5549,-69.68054
AF,Afghanistan,KODAD,34.11639,69.40167
SA,Saudi Arabia,KODAG,27.05472,49.33972
JP,Japan,KODAI,34.49039,136.06638
JM,Jamaica,KODAK,19.165,-78.99667
PK,Pakistan,KODAR,27.66694,67.03333
ZA,South Africa,KODES,-33.14444,18.75556
AE,United Arab Emirates (the),KODIL,25.83139,54.01333
SA,Saudi Arabia,KODIN,25.29806,38.60333
SA,Saudi Arabia,KODIS,24.04722,42.89083
DO,Dominican Republic (the),KODIX,19.13667,-70.1425
BR,Brazil,KODNA,-16.59367,-47.44217
RO,Romania,KODOG,47.49449,22.76015
IT,Italy,KODOK,44.9425,7.66972
KZ,Kazakhstan,KODOL,51.2775,69.94648
BY,Belarus,KODON,55.24,29.18139
AO,Angola,KODOR,-7.75389,12.4675
BR,Brazil,KODOS,1.203,-26.217
VE,Venezuela (Bolivarian Republic of),KODRA,9.84861,-69.30778
EU,Eurocontrol,KODRU,46.19222,28.12389
BO,Bolivia (Plurinational State of),KODSA,-11.105,-65.31556
DE,Germany,KODUK,50.19789,10.94226
KZ,Kazakhstan,KODUM,47.93227,54.75897
NO,Norway,KODUX,58.92595,4.66667
EU,Eurocontrol,KOFER,41.92722,18.66361
ET,Ethiopia,KOFTA,8.21606,37.34458
JP,Japan,KOFUK,42.59701,143.28728
TR,Turkey,KOFUN,41.05917,28.98806
EU,Eurocontrol,KOFUT,61.71778,23.3525
KR,Korea (the Republic of),KOG06,37.72782,128.8303
KR,Korea (the Republic of),KOG16,37.84096,129.27065
IE,Ireland,KOGAD,49.5,-15.0
CM,Cameroon,KOGAN,4.02444,14.04111
JP,Japan,KOGAR,36.12013,139.69121
FR,France,KOGAS,45.80833,6.39083
MK,Republic of North Macedonia,KOGAT,42.1125,21.05556
SE,Sweden,KOGAV,60.08111,17.22961
,,KOGAV,60.08111,17.22972
IE,Ireland,KOGAX,53.57194,-5.63722
EU,Eurocontrol,KOGEB,38.84472,16.63083
JP,Japan,KOGEN,35.38089,138.58826
DE,Germany,KOGES,50.56993,6.20058
BE,Belgium,KOGES,50.57,6.20056
AT,Austria,KOGEX,47.11325,15.28706
DE,Germany,KOGIM,54.31693,13.54396
,,KOGIM,54.31694,13.54389
,,KOGIS,40.12028,21.99667
GR,Greece,KOGIS,40.12111,22.00139
DE,Germany,KOGIT,51.00611,7.58278
BR,Brazil,KOGLI,-14.965,-48.07717
AT,Austria,KOGOL,47.62227,11.39985
RU,Russian Federation (the),KOGUM,62.19056,74.53382
JP,Japan,KOHAK,37.38019,138.74204
JP,Japan,KOHAM,24.35864,124.02233
JP,Japan,KOHEI,33.84941,131.42777
JP,Japan,KOHMA,24.7195,125.23503
JP,Japan,KOHWA,34.70464,136.95795
JP,Japan,KOHZA,33.35292,131.02113
JP,Japan,KOHZU,35.0819,138.76911
AU,Australia,KOIKI,-32.13167,116.22694
JP,Japan,KOITO,35.32187,139.93879
EU,Eurocontrol,KOIVU,59.84472,24.66528
EU,Eurocontrol,KOJOT,48.975,21.1425
JP,Japan,KOKAI,36.19379,140.02491
DK,Denmark,KOKAK,55.49139,12.715
UK,United Kingdom,KOKAL,58.95972,-2.89389
BF,Burkina Faso,KOKAN,12.41,-3.10056
FI,Finland,KOKAT,62.66667,31.375
,,KOKAT,62.66667,31.37528
KZ,Kazakhstan,KOKAV,54.37921,67.62606
DE,Germany,KOKEB,50.88058,10.21075
PT,Portugal,KOKER,39.90583,-33.73389
RU,Russian Federation (the),KOKES,54.7499,170.10525
IE,Ireland,KOKIB,54.5,-14.0
,,KOKIN,43.22575,8.03581
FI,Finland,KOKIS,64.31667,23.94972
BR,Brazil,KOKLI,-15.875,-55.443
BR,Brazil,KOKMA,-18.20933,-47.76883
KZ,Kazakhstan,KOKON,50.16637,70.43486
DK,Denmark,KOKOR,54.46139,11.69
FR,France,KOKOS,48.90694,-1.67611
VE,Venezuela (Bolivarian Republic of),KOKRY,10.23639,-69.68556
JP,Japan,KOKTO,28.02439,128.82142
UA,Ukraine,KOKUM,49.81861,30.92194
RU,Russian Federation (the),KOKUN,55.27504,161.2768
UA,Ukraine,KOKUP,49.52833,23.655
CZ,Czechia,KOLAD,49.36111,13.08862
NL,Netherlands (the),KOLAG,53.04347,3.25488
BY,Belarus,KOLAK,53.50639,27.68806
KZ,Kazakhstan,KOLAM,42.61731,70.42693
SN,Senegal,KOLAT,14.35333,-15.97833
NL,Netherlands (the),KOLAV,53.02719,4.35
,,KOLAV,53.02722,4.35
RU,Russian Federation (the),KOLBA,45.94987,42.58185
BR,Brazil,KOLDA,-15.4365,-47.14017
RU,Russian Federation (the),KOLED,55.45324,33.76638
FR,France,KOLEK,46.61278,-5.40806
EE,Estonia,KOLEV,58.72611,26.73778
MT,Malta,KOLEX,36.5,12.58278
KZ,Kazakhstan,KOLIB,45.67969,51.47868
UK,United Kingdom,KOLID,53.57389,-2.75583
UA,Ukraine,KOLIG,44.11833,34.52167
,,KOLIG,46.39194,-5.34667
GN,Guinea,KOLIP,10.66667,-11.55
RU,Russian Federation (the),KOLIR,55.70358,57.36851
FR,France,KOLIS,44.34917,0.76139
PT,Portugal,KOLIT,40.54861,-33.38917
,,KOLIV,49.29997,1.57056
UZ,Uzbekistan,KOLIX,40.79005,71.25253
SE,Sweden,KOLJA,56.0,16.81467
,,KOLJA,56.0,16.81472
PE,Peru,KOLKA,-15.68139,-71.99361
BR,Brazil,KOLKI,-11.07,-52.71417
AR,Argentina,KOLKU,-45.73278,-67.07306
PL,Poland,KOLOB,54.82306,14.94417
SE,Sweden,KOLOB,54.82306,14.94419
FR,France,KOLON,43.72194,6.95333
IT,Italy,KOLOR,38.45833,13.25083
BY,Belarus,KOLOS,53.45639,26.95639
ID,Indonesia,KOLOT,-5.87725,112.92588
DE,Germany,KOLOT,51.46366,7.4574
RU,Russian Federation (the),KOLPI,59.74992,30.64776
PE,Peru,KOLSI,-8.93194,-77.14278
ID,Indonesia,KOLTA,-6.46473,113.82785
EC,Ecuador,KOLTA,0.37417,-78.2025
JP,Japan,KOLTY,34.43602,132.71582
CH,Switzerland,KOLUL,47.46722,8.82278
HU,Hungary,KOLUM,48.43778,21.07472
KZ,Kazakhstan,KOLUR,51.98391,70.68316
IT,Italy,KOLUS,40.71806,9.44111
BR,Brazil,KOLVO,-21.39833,-45.02883
SN,Senegal,KOMAB,12.74667,-14.46722
IE,Ireland,KOMAG,51.72639,-8.61528
JP,Japan,KOMAI,42.42779,141.74015
JP,Japan,KOMAK,35.18638,137.0332
PK,Pakistan,KOMAL,30.24861,69.95306
IE,Ireland,KOMAL,53.00194,-6.24111
,,KOMAL,56.5775,23.09333
BG,Bulgaria,KOMAN,43.98333,26.21667
BY,Belarus,KOMAP,53.85639,28.71306
PA,Panama,KOMAR,9.00029,-79.42954
BA,Bosnia and Herzegovina,KOMAR,44.95806,16.80417
RU,Russian Federation (the),KOMBI,72.08416,82.73205
RU,Russian Federation (the),KOMEG,62.00875,143.14833
FI,Finland,KOMEK,62.42167,31.10833
FR,France,KOMEL,49.6825,2.17361
BY,Belarus,KOMEN,53.37639,25.00306
IE,Ireland,KOMER,52.84944,-6.83333
EU,Eurocontrol,KOMEZ,34.24306,30.90167
BR,Brazil,KOMGA,-15.8755,-49.61417
EU,Eurocontrol,KOMHO,46.26139,14.14972
,,KOMIB,50.07333,10.24278
DE,Germany,KOMIB,50.07336,10.24271
RU,Russian Federation (the),KOMID,58.56371,63.89359
,,KOMIG,70.315,23.57694
NO,Norway,KOMIG,70.3151,23.57681
DE,Germany,KOMIL,51.54409,8.44519
DE,Germany,KOMIV,52.65704,13.42048
JP,Japan,KOMKE,44.21646,143.53932
BE,Belgium,KOMOB,50.14389,5.37361
NG,Nigeria,KOMOL,12.00333,9.68764
SN,Senegal,KOMOR,12.43333,-15.915
RU,Russian Federation (the),KOMOS,52.21669,45.52504
DE,Germany,KOMOT,51.62867,7.0742
RU,Russian Federation (the),KOMOV,65.35355,42.70254
,,KOMOV,65.35361,42.70222
DE,Germany,KOMOX,54.12307,12.97038
PE,Peru,KOMPA,-16.475,-69.0
JP,Japan,KOMPI,34.16724,133.87585
BR,Brazil,KOMPO,-18.75067,-49.62333
VE,Venezuela (Bolivarian Republic of),KOMPU,11.375,-65.83611
CZ,Czechia,KOMUR,50.56235,14.58164
PT,Portugal,KOMUT,38.0,-15.0
NO,Norway,KOMUX,70.55683,18.545
,,KOMUX,70.55694,18.545
AU,Australia,KON37,-16.60811,145.55658
MR,Mauritania,KONAD,18.0,-10.27972
TR,Turkey,KONAK,36.89472,31.41611
PL,Poland,KONAM,52.23556,20.71694
JP,Japan,KONAN,35.94978,140.24119
UK,United Kingdom,KONAN,51.13083,2.0
DE,Germany,KONAP,50.18394,9.50661
IE,Ireland,KONAP,53.91389,-6.83333
CZ,Czechia,KONAR,50.44514,13.06558
,,KONAR,50.44528,13.06556
DE,Germany,KONAS,50.18394,9.50661
KZ,Kazakhstan,KONAT,45.4652,77.80069
PK,Pakistan,KONB,24.93017,67.247
ES,Spain,KONBA,31.30083,-15.30167
JP,Japan,KONBU,45.46598,141.06402
CA,Canada,KONCH,51.8,-60.21667
VN,Viet Nam,KONCO,17.0,107.18694
AU,Australia,KONDA,-16.63167,144.90667
AU,Australia,KONDO,-33.16333,140.45167
KZ,Kazakhstan,KONEK,46.10861,75.07861
TR,Turkey,KONEN,39.81167,27.27722
,,KONEP,53.05389,3.70111
NL,Netherlands (the),KONEP,53.05391,3.70118
IT,Italy,KONER,43.50472,9.53
ER,Eritrea,KONET,14.5,38.9
EU,Eurocontrol,KONFO,32.42833,34.11556
JP,Japan,KONGU,31.95393,131.68975
RU,Russian Federation (the),KONIK,64.7674,101.34996
AU,Australia,KONIL,-29.99333,118.21
CH,Switzerland,KONIL,46.56833,6.45833
,,KONIM,44.21194,28.8325
RO,Romania,KONIM,44.21206,28.8324
,,KONIN,47.85583,11.36806
DE,Germany,KONIN,47.85596,11.36806
UA,Ukraine,KONIP,49.745,31.44333
,,KONKE,41.03333,-1.77694
ES,Spain,KONKE,41.03333,-1.77685
MX,Mexico,KONLA,19.90806,-93.52833
JP,Japan,KONOE,31.57735,130.98397
NO,Norway,KONOG,70.69759,29.43594
RU,Russian Federation (the),KONOK,61.83012,40.84612
CH,Switzerland,KONOL,46.99528,7.68083
NL,Netherlands (the),KONOM,53.63272,5.49532
,,KONOM,53.63278,5.49528
FR,France,KONON,43.26806,2.42583
AR,Argentina,KONRI,-24.11667,-67.53333
DE,Germany,KONUG,52.47553,10.89091
TR,Turkey,KONUK,39.51167,39.46806
IT,Italy,KONUT,40.69889,9.14056
,,KONUT,41.29278,12.01667
,,KONUV,42.43583,18.43667
HR,Croatia,KONUV,42.43594,18.43672
IQ,Iraq,KONVE,35.65031,44.11107
EU,Eurocontrol,KONZI,50.56611,20.61778
AU,Australia,KOOKA,-15.71333,143.42667
AU,Australia,KOOLI,-12.40333,131.11167
AU,Australia,KOORI,-31.85944,116.1175
NL,Netherlands (the),KOPAD,53.12939,3.10409
,,KOPAD,53.12944,3.10417
DE,Germany,KOPAG,51.06487,7.81005
GR,Greece,KOPAR,36.83028,26.68861
ES,Spain,KOPAS,44.0,-13.0
SK,Slovakia,KOPAT,49.10639,18.65444
SB,Solomon Islands,KOPAU,-9.53167,159.60667
IT,Italy,KOPER,45.15389,11.64139
,,KOPES,71.17417,28.1025
NO,Norway,KOPES,71.17421,28.10248
,,KOPEX,54.97028,11.46778
DK,Denmark,KOPEX,54.97038,11.46769
DK,Denmark,KOPIM,56.13389,12.49833
NO,Norway,KOPIN,57.25667,7.98611
EU,Eurocontrol,KOPIP,46.93083,-7.50389
CZ,Czechia,KOPIT,50.18821,15.15795
AF,Afghanistan,KOPKE,33.21361,68.76506
PE,Peru,KOPLA,-3.31028,-76.16
RU,Russian Federation (the),KOPLI,66.10841,170.4594
AR,Argentina,KOPLO,-28.91444,-65.79944
RU,Russian Federation (the),KOPOK,49.96703,88.6329
GR,Greece,KOPOL,41.19528,24.43417
EU,Eurocontrol,KOPOM,39.0,-4.89778
BY,Belarus,KOPON,53.645,30.75806
FR,France,KOPOR,49.51417,2.42139
,,KOPOR,49.51417,2.42142
GA,Gabon,KOPOV,-0.72333,10.89028
GH,Ghana,KOPOX,1.50889,6.58333
NZ,New Zealand,KOPPA,-36.48046,174.53736
,,KOPPA,42.46608,9.63753
HR,Croatia,KOPRY,46.24028,16.96278
AR,Argentina,KOPSI,-31.9325,-65.99583
NZ,New Zealand,KOPUA,-38.81427,178.03077
GA,Gabon,KOPUB,0.43028,8.08333
DE,Germany,KOPUG,50.19495,11.17753
UK,United Kingdom,KOPUL,51.54222,1.13722
DK,Denmark,KOR06,55.36139,11.51056
DK,Denmark,KOR07,55.40806,11.43944
YE,Yemen,KORAB,12.18583,44.84111
FR,France,KORAB,43.80667,2.70167
UA,Ukraine,KORAD,51.44333,31.6
UZ,Uzbekistan,KORAG,43.85998,55.99881
IE,Ireland,KORAK,53.395,-7.79306
CL,Chile,KORAL,-20.20778,-70.16333
,,KORAL,29.73139,-12.57833
MA,Morocco,KORAL,29.73143,-12.57834
